id,account_id,amount,transaction_requested_at,transaction_completed_at,status
1669981514892018432,236801783846421792,132.51,1598607425,1598607428,completed
3059189565609229312,236801783846421792,721.85,1584529839,1584529849,completed
993978804129544832,355441437366237248,1262.17,1578032261,1578032273,completed
582555064385918720,3385126743822344192,1207.53,1592384452,1592384470,completed
1043309381061888128,57790139548149152,1721.77,1581962298,1581962302,completed
847610125495217536,57790139548149152,1312.45,1581742182,1581742182,completed
3378543214770167808,57790139548149152,701.63,1605314825,1605314828,completed
3116362243239905792,57790139548149152,236.29,1605636513,1605636517,completed
1632684540705655552,57790139548149152,52.33,1580795952,1580795954,completed
3299003006160621568,3193746832082583040,300.85,1590549917,1590549922,completed
1024547104673277952,3193746832082583040,420.22,1584713733,1584713733,completed
86342698080940000,3193746832082583040,930.2,1580496758,1580496775,completed
2605580696680997888,3193746832082583040,1860.5,1592390790,1592390792,completed
274668177141141248,65124676727719544,865.83,1580865031,1580865034,completed
400386636660323072,951010589121493504,1281.67,1584241314,1584241320,completed
1795544683044743424,951010589121493504,451.98,1601728450,1601728459,completed
317560812090906112,3009940372403968512,665.47,1589481132,1589481147,completed
2924049747754584064,1304758444438293504,1270.9,1587586268,1587586287,completed
2834560787837980160,1304758444438293504,971.94,1600521088,1600521098,completed
1926710237511234816,1740892857749742592,1016.15,1600176656,1600176663,completed
2829046785702263808,1778659349268107264,629.57,1581836275,1581836286,completed
1533493390679143168,2415549925008779776,231.55,1602580619,1602580629,completed
2910695494607987712,2415549925008779776,757.98,1589802245,1589802259,completed
251380654624182944,2415549925008779776,235.36,1590199769,1590199782,completed
2175720374491053824,1594708967978597120,426.92,1592860691,1592860691,completed
2918556405141493248,1594708967978597120,1594.67,1582232220,1582232232,completed
2337631504629448192,1594708967978597120,1374.98,1592686529,1592686532,completed
1075379357089752704,381620719800980864,1157.95,1603681425,1603681443,completed
1616648404168243968,381620719800980864,1524.82,1586346060,1586346067,completed
2127528795590388224,2754797928368820736,1965.83,1586467664,1586467683,completed
10572970298469408,2754797928368820736,1774.85,1581093641,1581093644,completed
2875765921531940352,328942807669805760,1261.93,1608998836,1608998853,completed
1398947368791540992,1076463795414608256,655.68,1583287470,1583287485,completed
3271633836603098624,1076463795414608256,928.5,1597199518,1597199521,completed
2331286271121012736,997063098845176320,100.88,1591870277,1591870292,completed
2559411857008148992,1727804231324983040,623.41,1594801474,1594801481,completed
667819332036568576,1727804231324983040,1510.53,1591339361,1591339376,completed
2398703379688321024,397779778348842368,1903.49,1594005126,1594005135,completed
1219285218637975040,397779778348842368,857.12,1605773811,1605773826,completed
3012456951374001664,397779778348842368,987.38,1581239753,1581239754,completed
1360797411262601216,1834122881368515584,1366.6,1590858616,1590858616,completed
467318288799052352,2814283565984264192,449.3,1583077565,1583077582,completed
3120498914621744640,2814283565984264192,102.94,1590164834,1590164844,completed
812345507193879168,2814283565984264192,396.09,1582212383,1582212391,completed
867187609066161024,1113582047487279872,1024.1,1603049375,1603049385,completed
1096268719221898112,1113582047487279872,1283.22,1609287797,1609287810,completed
302422084818937856,1113582047487279872,1303.44,1603263156,1603263161,completed
1342964935035911936,1113582047487279872,990.38,1587156162,1587156164,completed
385903875968767808,2479636480148733952,3.48,1592984511,1592984525,completed
2290503309977206528,2479636480148733952,650.35,1597065361,1597065368,completed
2646900854503579136,507467075653182080,43.75,1588871037,1588871052,completed
1005755231784158592,507467075653182080,829.33,1590141466,1590141484,completed
2280346465932990208,2418984228449079808,1443.21,1605421049,1605421068,completed
1071768189777875968,56360672140467840,118.08,1600068724,1600068736,completed
1919041762785211136,56360672140467840,727.44,1581536431,1581536445,completed
1419244974621565952,67821389958745288,1900.77,1605172353,1605172369,completed
3400073791766444544,67821389958745288,696.93,1586881601,1586881614,completed
2672493069910299648,2426178273671988224,1016.37,1579584060,1579584069,completed
1881652915223425024,2397896734648502272,1669.64,1599748845,1599748847,completed
785391250487674496,2397896734648502272,1333.61,1604395217,1604395217,completed
3356222092264983040,2397896734648502272,1663.15,1578022161,1578022169,completed
1294841646213075456,331419955284032128,863.7,1584445519,1584445532,completed
2921055044866958848,1226892014445083904,690.0,1608949278,1608949278,completed
3013013937472016896,1226892014445083904,822.74,1597877136,1597877149,completed
1584387013679489792,1455490466676286208,1764.65,1591788783,1591788795,completed
1974521002338082304,1455490466676286208,873.18,1587453031,1587453032,completed
3175911164746165760,1455490466676286208,204.14,1607789615,1607789634,completed
2423464554369330176,1455490466676286208,1741.53,1585137325,1585137341,completed
2387237178106134016,727944132672623360,413.27,1597447202,1597447211,completed
1994708087718627840,727944132672623360,1626.44,1579974820,1579974829,completed
2988466068183351296,727944132672623360,986.66,1600207855,1600207871,completed
1845188745753052672,727944132672623360,382.79,1600854988,1600854992,completed
1395492468549356032,727944132672623360,1833.98,1592905407,1592905417,completed
3099275407222694400,1873033090540755456,932.33,1604011786,None,failed
2248385517822380288,1873033090540755456,478.4,1605979113,1605979114,completed
738942407757469312,1279010721040055296,1034.72,1589109188,1589109193,completed
547948758882215808,172640470474769632,1743.96,1588411654,1588411665,completed
2017674439323468032,172640470474769632,144.48,1607945559,1607945578,completed
64884108572518424,2937213920413407744,1614.43,1584594396,1584594409,completed
2344852122354307584,2937213920413407744,1722.51,1585209924,1585209939,completed
1870472110169647104,2475956768878766080,1361.68,1593210167,1593210178,completed
2901078064049833472,2475956768878766080,564.69,1609087436,1609087443,completed
865290592360563200,1296073120562886912,1234.2,1598133286,1598133290,completed
2353612397272701440,1168049246555006464,755.04,1606367118,1606367128,completed
2400713050145053696,1168049246555006464,198.76,1580559791,1580559807,completed
2650334517900710400,1168049246555006464,1081.01,1604053113,1604053116,completed
2035762108955099648,2896138879195125248,1275.19,1586607457,1586607463,completed
3266341989440119296,2896138879195125248,127.77,1592260571,1592260579,completed
1773580017852466432,1365830520769629184,644.15,1581691763,1581691771,completed
1653290423498523136,755724561494964352,1633.38,1592144411,1592144424,completed
1400069935208521472,755724561494964352,1351.51,1581181975,1581181983,completed
2865582881093405696,1589321580026689536,514.17,1590413695,1590413707,completed
342652392228755776,2240516969969267968,103.54,1599597263,1599597275,completed
2002461760080851200,2240516969969267968,1552.42,1581762396,1581762410,completed
1352659585670819072,2240516969969267968,1494.92,1594546837,1594546841,completed
2610907080367666176,2240516969969267968,209.05,1600351386,1600351392,completed
3297377724090820096,1085425712044859008,1060.55,1607579009,1607579024,completed
2651466321189378048,1085425712044859008,1182.21,1608473412,1608473416,completed
1775453087666201344,1085425712044859008,849.21,1609247850,1609247859,completed
2672125928501456384,1085425712044859008,912.37,1580171296,1580171306,completed
1550456595696282368,2557966149060329984,980.15,1592373802,None,failed
2366067110236249600,2670423237771372032,247.37,1602623936,1602623946,completed
567961564372273088,2670423237771372032,997.22,1593444280,1593444291,completed
2642561980914046464,1620070956211687680,480.53,1606435780,1606435786,completed
489114029003619264,2840414923607548416,995.12,1606145482,1606145488,completed
781836743933216384,2840414923607548416,124.67,1606423250,1606423267,completed
1124671318962561152,640078733792447232,1050.46,1602414599,1602414603,completed
45202197763883992,640078733792447232,1284.32,1592308545,1592308552,completed
517108335855383552,2201589417066586880,52.74,1592567161,1592567173,completed
2276151570287056384,2201589417066586880,1304.0,1602795455,1602795473,completed
1027846336303993472,2201589417066586880,112.26,1608466932,1608466942,completed
151092582115529856,2201589417066586880,1540.65,1581981842,1581981853,completed
916401794146509184,3390967376964130304,1621.71,1608899819,1608899832,completed
702350502966640896,3390967376964130304,1374.62,1603113692,1603113709,completed
102123477767738080,692578260567557632,41.19,1602025123,1602025142,completed
265898092420973856,692578260567557632,1311.98,1595240438,1595240452,completed
792752619159089664,1308102822230347008,446.29,1585558681,1585558689,completed
575612254149488000,1308102822230347008,41.92,1608447155,1608447164,completed
346662189673153664,1308102822230347008,326.17,1588917739,1588917740,completed
3091015895561506816,1308102822230347008,1528.31,1595617202,1595617202,completed
703553761453572480,1303700453098506752,716.79,1595113410,1595113413,completed
2128099825924298496,1303700453098506752,1853.22,1584333087,1584333089,completed
33609333622021628,1303700453098506752,1221.52,1578047889,1578047892,completed
1422219517356393216,2287987086663115008,121.46,1584397728,1584397744,completed
2803560440178131968,2287987086663115008,1636.28,1596726076,1596726084,completed
2417184228541061632,2287987086663115008,586.28,1604406191,1604406202,completed
2979061084166161920,2287987086663115008,673.49,1585454691,1585454699,completed
1658962990144987136,681625856493859712,898.22,1607838686,None,failed
619149120907461632,681625856493859712,202.9,1582368068,1582368072,completed
233851975037679040,681625856493859712,300.87,1602442660,1602442664,completed
867495589142608768,1533181622763773184,179.87,1588903139,1588903141,completed
227843319061689248,1533181622763773184,1561.61,1591227480,1591227492,completed
651639119045778944,1533181622763773184,315.03,1608610113,1608610128,completed
430671565637190720,1533181622763773184,1065.31,1580165550,1580165555,completed
2471382025544102400,1529579370962798848,648.23,1602320445,1602320450,completed
1309483626773873664,1678452313214797824,813.18,1601439564,1601439573,completed
1105098575297184384,1678452313214797824,972.05,1584511126,1584511143,completed
1113088713544187776,1678452313214797824,750.9,1589232942,1589232955,completed
867731918970682112,1359821649492667392,672.91,1606008720,1606008736,completed
428906377233265920,1359821649492667392,124.48,1587193912,1587193920,completed
2341009298108258816,2679107099843440640,1023.21,1578146379,1578146388,completed
2321897672144000000,2679107099843440640,574.74,1585471523,1585471533,completed
1961520147732473344,2679107099843440640,840.89,1591265698,1591265704,completed
2260241478606085888,2679107099843440640,767.08,1587885646,1587885646,completed
3359324474599186432,2679107099843440640,1570.97,1596517536,1596517548,completed
2138471122300952832,1816947191131784704,1679.56,1599756633,1599756639,completed
2679300534674095616,1816947191131784704,1283.52,1590853350,1590853357,completed
275944459168075360,1816947191131784704,1104.94,1598928766,1598928780,completed
2232846170029027840,2943473496796393472,150.22,1587464745,1587464754,completed
2624121526366349312,2301922650591665152,975.83,1589915636,1589915651,completed
2606892722114634240,2301922650591665152,278.32,1606990324,1606990325,completed
1236086634321541632,2301922650591665152,1923.4,1585507516,1585507523,completed
3263072803269382144,1067451128937162368,1836.88,1596208114,1596208133,completed
2513659466380517376,1278029399071441408,119.85,1592493494,1592493502,completed
416972456438577024,1278029399071441408,734.85,1580978475,1580978477,completed
3134777291287980544,2124126568244495872,1053.27,1599218369,1599218375,completed
536852356893888128,2124126568244495872,1309.38,1598425996,1598426008,completed
3149883904256957952,2124126568244495872,1421.37,1606084858,1606084872,completed
194622946851709728,2124126568244495872,1601.86,1581747141,None,failed
295260046006489024,3346498173012808192,1591.72,1592095353,1592095360,completed
666231444263043712,395533353189752704,1867.78,1596469575,1596469594,completed
2220690253103490048,395533353189752704,601.77,1599560671,1599560674,completed
1482108365764931584,395533353189752704,1262.02,1589452284,1589452289,completed
839610750153866752,395533353189752704,653.17,1597008769,1597008772,completed
1802747552416102144,395533353189752704,1390.25,1586665513,1586665523,completed
2451541277387341312,395533353189752704,1781.99,1608489048,None,failed
467129634194227648,1571450730199050240,1471.08,1591711674,1591711679,completed
1873095098032772864,272479787148956960,1034.62,1593219060,1593219079,completed
1064966785503401728,272479787148956960,588.86,1583895442,1583895447,completed
3106930303783322624,272479787148956960,1096.35,1596041951,1596041966,completed
2473355045786904064,3274852386433736704,1382.7,1603076609,1603076613,completed
1981485133036177664,1309508046858149632,1645.69,1579283065,1579283070,completed
2514920624449611776,1309508046858149632,115.03,1601240969,1601240980,completed
3250864730353042432,1309508046858149632,1867.56,1608241080,1608241096,completed
1207611513278263552,2853494023670070784,372.56,1608291199,1608291208,completed
1586910687174963968,2853494023670070784,440.96,1581888316,1581888320,completed
2409505813586585600,3027434884241251328,502.52,1601304853,1601304853,completed
2116494214393739520,3027434884241251328,189.35,1592369763,1592369780,completed
2051731690898079744,3027434884241251328,609.35,1595073221,1595073221,completed
3062101482808068608,1321638664467646208,295.02,1587936024,1587936032,completed
3327903481981864960,98964748606973600,82.36,1608482098,1608482100,completed
3014027600921154048,98964748606973600,1622.0,1582048484,1582048498,completed
2759109004560891904,98964748606973600,604.67,1578081511,1578081522,completed
1327109985038883072,2154330503714052352,1095.98,1579209518,1579209530,completed
1326556294077780480,2154330503714052352,188.9,1607910415,1607910424,completed
862866296254032384,2154330503714052352,1901.31,1607669079,1607669081,completed
3344791384473419776,2154330503714052352,964.76,1594245704,1594245705,completed
1595990393400608512,2154330503714052352,1156.0,1585016273,1585016273,completed
2764890537991903232,1087499930830348416,1697.34,1602416903,1602416913,completed
1977589296416550144,84785196316574592,273.08,1586915826,1586915842,completed
1057969193130226176,84785196316574592,1290.91,1597481525,1597481525,completed
1837915484507444480,84785196316574592,95.39,1601011772,1601011777,completed
3306100709966733824,350458340964318464,167.72,1606781189,1606781203,completed
3257593854501008896,209741480449109024,1904.47,1580055642,1580055649,completed
1261851247720532736,209741480449109024,42.46,1584138768,1584138780,completed
896624175812349568,209741480449109024,748.14,1586219493,1586219508,completed
2897561484399263232,2841598328462877696,835.75,1601642219,1601642223,completed
1199974606353036032,2841598328462877696,497.37,1581928064,1581928071,completed
2003962831029647104,2841598328462877696,1209.57,1582530037,1582530044,completed
3129034345960384000,1529814470170503424,851.88,1584639405,1584639415,completed
1701961202376659712,1529814470170503424,1368.91,1597205658,1597205666,completed
534086444990792704,2348324511123919360,607.64,1582866413,1582866419,completed
1692745457320411648,2246304305720773632,1272.04,1579365191,None,failed
1754710204633156352,1612159583336068352,665.01,1599139247,1599139255,completed
677817796098660352,1612159583336068352,364.86,1581853426,1581853432,completed
2133008696663081472,1612159583336068352,1700.15,1609308464,1609308472,completed
621035451998109696,1612159583336068352,1687.55,1605359528,1605359535,completed
2239509820135257088,1612159583336068352,1487.57,1605303826,1605303838,completed
1362674710658772224,1612159583336068352,1903.3,1587103187,1587103200,completed
2446862800109862912,2456114932580145664,1570.13,1597174235,1597174239,completed
1944062344688347904,844989464785836160,291.31,1581899568,1581899570,completed
2665385931922060800,382251277125179264,999.66,1588894426,1588894443,completed
1298478116227231488,382251277125179264,779.66,1580155368,1580155384,completed
160849453877816992,382251277125179264,524.18,1578713739,1578713754,completed
920917694754781952,634601173974615040,1089.47,1580630558,1580630568,completed
2144949018650604544,634601173974615040,885.24,1607003667,1607003678,completed
1921508886719525120,634601173974615040,1657.32,1606700037,1606700037,completed
1687899606227288576,254915485144685184,1665.22,1608970301,1608970312,completed
678266181666879616,3093546035763053056,310.21,1578473103,1578473113,completed
106697617595969536,3093546035763053056,185.47,1586776484,1586776484,completed
1256187256510210304,595607238529758592,1801.77,1585813434,1585813439,completed
373793452251519680,595607238529758592,561.67,1577911587,1577911601,completed
1018703308913968896,595607238529758592,607.77,1584775641,1584775642,completed
2342830166862606336,435158033263887104,1128.09,1603496769,1603496785,completed
1666805996762739712,2653670998040992768,1595.09,1606207666,1606207677,completed
2375878970080086528,2653670998040992768,591.5,1590268129,1590268134,completed
3214327164967136256,1405948449357701120,93.63,1605559942,1605559957,completed
1393281204041627136,1405948449357701120,1284.7,1599974761,1599974765,completed
563278826332820672,1405948449357701120,312.14,1589291759,1589291770,completed
2855906639725517824,1405948449357701120,1279.13,1588774431,1588774450,completed
52752644715963296,1084635916492792960,1313.75,1584642999,1584643000,completed
1467652551587899392,1084635916492792960,125.14,1603966264,1603966271,completed
1284866582910197504,1084635916492792960,254.29,1605692673,1605692678,completed
2680500071762128896,2588312607830385152,1186.79,1605876539,None,failed
2008863341641130752,2588312607830385152,674.05,1590311349,1590311351,completed
3385399278184923648,2588312607830385152,1545.75,1581813009,1581813026,completed
3393917339820462592,2318577828944454656,737.53,1608470455,1608470455,completed
1096443470749201920,2318577828944454656,892.35,1592572838,1592572852,completed
1163003796746265856,2318577828944454656,872.18,1583118829,1583118844,completed
2869314202958498304,2318577828944454656,1799.13,1583712237,1583712255,completed
420372798832373120,2318577828944454656,1718.33,1609256959,1609256963,completed
1733014860414447872,2318577828944454656,1178.26,1597338949,1597338954,completed
2884396851442827776,1131974117121086592,1408.66,1578476697,1578476699,completed
680080164795399680,3353340695404805632,78.08,1586144485,1586144500,completed
829072331580352256,3353340695404805632,1431.14,1602212023,1602212035,completed
2666814345588652032,3353340695404805632,1938.02,1596132924,1596132943,completed
1525663692801843200,3353340695404805632,798.26,1606662085,1606662096,completed
132891291303428192,3392541557407867904,249.23,1600563897,1600563907,completed
662568974764804864,2137410948345457152,442.13,1577851833,1577851838,completed
2558914152944100352,2137410948345457152,1160.02,1586742157,None,failed
1454903079290585600,2137410948345457152,1187.71,1578786125,1578786131,completed
422537032848634944,172350311810570400,1060.09,1593860874,1593860879,completed
843868713065121792,172350311810570400,256.93,1603206771,1603206778,completed
3274242854687079936,172350311810570400,480.03,1583707337,1583707341,completed
1079420063479187712,172350311810570400,777.09,1606333670,1606333674,completed
1776379951012833280,63922325228231968,1450.04,1598382897,1598382900,completed
1758786924252650496,63922325228231968,1853.69,1587504122,1587504138,completed
1248999280392685824,63922325228231968,1560.21,1596420144,1596420156,completed
2064384839839066112,63922325228231968,206.25,1598802628,1598802628,completed
1027932869768298496,63922325228231968,1027.03,1605010544,1605010555,completed
110330814901905520,353318300171605120,1500.19,1606171371,1606171376,completed
2918389541103016960,353318300171605120,1662.96,1588701689,1588701694,completed
2387143626991629824,353318300171605120,1547.89,1588702039,1588702046,completed
2623608056426308608,2110779373625942272,291.42,1588902711,1588902711,completed
1127472436271801216,2110779373625942272,799.12,1591140186,1591140197,completed
3348485870605713920,2110779373625942272,1628.29,1591338588,1591338597,completed
1342221260881979136,2165103078026810368,1791.37,1593897263,1593897277,completed
3043969115376296448,902995180942480256,1236.99,1591127397,1591127415,completed
3311691083305983488,902995180942480256,1233.25,1584715995,1584715996,completed
2862078084655875072,827204187464534016,1290.96,1595289219,1595289222,completed
857652101292658432,827204187464534016,1703.36,1588294721,1588294734,completed
2672701414012548608,827204187464534016,1346.19,1590139950,1590139962,completed
631900041997532288,827204187464534016,419.13,1605866210,1605866226,completed
1748658874718059520,827204187464534016,1453.8,1582558184,1582558201,completed
2122045320391180800,3207641996768123392,721.06,1585499672,1585499687,completed
1983304901994125312,3207641996768123392,361.09,1595340898,1595340912,completed
2724021546353643520,3207641996768123392,1045.8,1598535075,1598535088,completed
571996852912702208,240951307201637152,1003.67,1587497484,1587497500,completed
691814814882786688,3337637621853420544,905.28,1588907550,1588907556,completed
387281172473558144,3337637621853420544,1924.97,1594051495,1594051503,completed
510468009531224064,3337637621853420544,834.98,1601262117,1601262134,completed
1873343882735009792,3337637621853420544,1454.49,1583803770,1583803774,completed
1840314301822185216,3337637621853420544,1144.13,1600319016,1600319023,completed
2230312947662653952,2602254279272510464,501.19,1585571740,1585571759,completed
2834560504325895168,2602254279272510464,781.48,1580984947,1580984961,completed
898461837439232256,2602254279272510464,1611.04,1589956947,1589956954,completed
1345264984982571264,279390984455897344,1760.55,1580392714,1580392725,completed
334100267583261760,279390984455897344,62.79,1588768536,1588768537,completed
1840779648218726400,279390984455897344,1250.37,1596084827,1596084838,completed
3018818376522191360,279390984455897344,1059.73,1585558923,1585558941,completed
656127296450483200,1960732013088845824,1093.94,1583271249,1583271253,completed
2330688486156572672,1960732013088845824,1609.43,1596423011,1596423011,completed
1047027411131739648,1960732013088845824,1762.76,1601646751,None,failed
3268330968391490048,1960732013088845824,1046.75,1582699295,1582699299,completed
1947795096545309696,1960732013088845824,1625.67,1578272491,1578272501,completed
2034016478292899584,1960732013088845824,1332.16,1602512236,1602512252,completed
1375236781046396928,1993197298645171712,1550.25,1595236449,1595236450,completed
2171120788074652160,1993197298645171712,1296.74,1602378823,1602378829,completed
375626217423409984,241272487779249792,1530.92,1585159018,1585159030,completed
546528407908486848,241272487779249792,1210.32,1597393326,1597393339,completed
2212026619497085952,2563334453983210496,239.39,1579703950,1579703969,completed
3067973651775386112,2563334453983210496,496.21,1590238581,None,failed
865941722073211648,2563334453983210496,475.04,1597064939,1597064956,completed
2328728218717427712,2563334453983210496,1146.75,1588344292,1588344310,completed
1326719438470531328,860008506626657280,425.08,1583459540,1583459553,completed
2628046371521459200,131238438489095520,493.28,1590724373,1590724390,completed
789618134470011008,131238438489095520,1981.73,1605492041,1605492052,completed
2275946579556873472,2109917690979234816,1183.35,1583680488,1583680498,completed
1904612749970050304,2109917690979234816,1656.29,1603606396,1603606401,completed
2963343556080811008,2489855963081752576,1154.71,1582866320,1582866332,completed
3159631833096396288,2489855963081752576,1640.28,1598453868,None,failed
939282463666972288,2489855963081752576,133.0,1588797456,1588797458,completed
323852948251527616,2489855963081752576,46.11,1583030768,1583030778,completed
2534047137408201728,2489855963081752576,1734.16,1594115657,1594115660,completed
2391222904504802816,1517199865846564608,1709.79,1602316683,None,failed
1578541006033282048,1517199865846564608,904.28,1585805856,1585805862,completed
1420735443488050432,1517199865846564608,1934.5,1593317233,1593317236,completed
2369204608168750080,1517199865846564608,1751.22,1596518128,1596518142,completed
724829980886534656,2240001621399317504,793.82,1599535789,1599535795,completed
461747422234243136,2240001621399317504,436.36,1593724731,1593724734,completed
1556949626818086656,2205178997421554688,1365.8,1584992059,1584992078,completed
